ID,is_lens,Einstein_area,numb_pix_lensed_image,flux_lensed_image_in_sigma
114077,0,7.31E-10,0,0
114078,1,6.23E-10,34,52.1387
114079,0,1.24E-10,0,0
114080,1,8.22E-11,285,791.108
114081,1,3.05E-11,193,1348.44
114082,1,2.41E-10,666,4779
114083,1,4.93E-10,1510,8909.14
114084,0,1.49E-10,0,0
114085,0,1.94E-09,0,0
114086,1,1.23E-11,58,198.466
114087,1,4.25E-11,195,360.874
114088,1,1.80E-11,76,223.368
114089,0,8.57E-10,0,0
114090,1,5.30E-10,174,232.299
114091,0,4.85E-10,0,0
114092,0,2.78E-11,0,0
114093,1,7.54E-11,266,789.766
114094,1,5.28E-11,148,293.278
114095,0,1.22E-10,0,0
114096,0,3.31E-11,0,0
114097,0,8.78E-11,0,0
114098,1,1.86E-11,92,187.953
114099,1,2.95E-11,270,1445.68
114100,1,4.62E-10,273,466.666
114101,0,2.24E-10,0,0
114102,0,1.70E-10,0,0
114103,0,2.29E-11,0,0
114104,0,5.18E-10,0,0
114105,0,2.42E-10,0,0
114106,0,3.03E-10,0,0
114107,1,8.98E-10,43,62.0514
114108,1,5.21E-11,171,542.263
114109,1,2.00E-09,426,576.216
114110,1,7.15E-11,188,355.248
114111,0,3.83E-11,0,0
114112,0,9.94E-10,0,0
114113,0,1.28E-10,0,0
114114,1,1.11E-11,22,29.3753
114115,1,2.21E-09,0,0
114116,1,1.96E-09,49,71.6416
114117,1,4.89E-11,244,1000.41
114118,0,8.51E-10,0,0
114119,0,2.18E-09,0,0
114120,0,1.23E-10,0,0
114121,0,2.70E-10,0,0
114122,0,1.13E-09,0,0
114123,0,8.31E-11,0,0
114124,0,4.03E-11,0,0
114125,1,1.27E-11,110,522.049
114126,0,4.34E-11,0,0
114127,0,1.31E-11,0,0
114128,0,2.21E-09,0,0
114129,0,1.40E-11,0,0
114130,0,3.23E-11,0,0
114131,1,2.26E-11,139,546.186
114132,1,8.63E-10,122,190.941
114133,1,1.05E-11,57,114.121
114134,1,1.84E-09,28,38.9328
114135,1,1.32E-11,123,211.221
114136,0,3.44E-10,0,0
114137,0,1.11E-10,0,0
114138,0,2.87E-09,0,0
114139,1,1.61E-10,731,11627.6
114140,1,1.06E-11,59,111.644
114141,1,1.17E-10,0,0
114142,0,2.03E-09,0,0
114143,0,8.54E-10,0,0
114144,1,1.17E-10,178,449.115
114145,0,3.41E-11,0,0
114146,0,2.20E-09,0,0
114147,1,1.61E-11,54,96.9231
114148,0,3.30E-11,0,0
114149,1,8.65E-10,89,205.441
114150,0,2.07E-09,0,0
114151,0,1.73E-10,0,0
114152,0,2.50E-11,0,0
114153,0,9.41E-11,0,0
114154,1,1.13E-10,155,340.153
114155,0,1.90E-09,0,0
114156,0,1.18E-11,0,0
114157,0,2.03E-09,0,0
114158,1,2.38E-11,0,0
114159,1,1.87E-10,16,20.2837
114160,1,1.50E-11,87,334.924
114161,0,1.70E-10,0,0
114162,0,2.75E-10,0,0
114163,0,3.90E-11,0,0
114164,1,9.66E-11,316,1644.39
114165,0,1.99E-10,0,0
114166,1,6.75E-12,76,148.679
114167,0,1.99E-10,0,0
114168,0,5.98E-11,0,0
114169,1,2.21E-09,0,0
114170,0,1.29E-11,0,0
114171,1,8.69E-10,14,20.1307
114172,0,4.39E-11,0,0
114173,1,3.58E-10,346,599.397
114174,0,6.34E-11,0,0
114175,0,8.63E-10,0,0
114176,0,2.20E-09,0,0
114177,1,2.56E-10,317,722.813
114178,1,3.18E-11,0,0
114179,0,2.43E-09,0,0
114180,0,2.79E-10,0,0
114181,0,1.05E-10,0,0
114182,0,4.21E-10,0,0
114183,0,1.99E-09,0,0
114184,0,5.20E-11,0,0
114185,1,8.20E-12,50,118.888
114186,1,4.95E-10,12,15.6112
114187,1,1.11E-10,219,620.655
114188,1,2.36E-11,116,240.928
114189,0,1.62E-11,0,0
114190,0,5.15E-11,0,0
114191,0,7.47E-12,0,0
114192,0,1.85E-09,0,0
114193,0,8.14E-11,0,0
114194,1,1.07E-09,74,131.107
114195,1,6.18E-11,190,422.778
114196,0,1.94E-09,0,0
114197,0,9.04E-10,0,0
114198,1,7.78E-12,0,0
114199,1,1.84E-09,61,87.839
114200,1,3.19E-10,3,3.15219
114201,0,4.10E-11,0,0
114202,1,6.66E-11,194,463.334
114203,0,1.25E-10,0,0
114204,1,8.29E-10,518,1025.86
114205,1,2.41E-09,144,300.395
114206,0,1.30E-11,0,0
114207,0,1.40E-09,0,0
114208,0,8.36E-10,0,0
114209,0,8.71E-11,0,0
114210,1,3.54E-10,559,1273.55
114211,0,3.96E-11,0,0
114212,0,1.98E-11,0,0
114213,0,1.45E-09,0,0
114214,1,6.77E-11,220,873.31
114215,0,1.07E-09,0,0
114216,0,2.38E-10,0,0
114217,0,3.56E-11,0,0
114218,0,9.67E-10,0,0
114219,1,1.97E-11,19,21.174
114220,1,7.99E-10,0,0
114221,0,1.78E-10,0,0
114222,1,3.78E-11,103,158.274
114223,0,9.86E-10,0,0
114224,1,1.39E-09,118,252.553
114225,1,1.15E-09,1126,4144.9
114226,0,1.68E-09,0,0
114227,1,2.48E-10,254,491.174
114228,0,1.02E-10,0,0
114229,0,8.93E-11,0,0
114230,1,1.07E-09,201,295.8
114231,0,6.19E-10,0,0
114232,0,2.24E-10,0,0
114233,1,2.03E-11,136,499.312
114234,1,2.06E-09,37,57.6995
114235,0,6.16E-10,0,0
114236,0,4.30E-11,0,0
114237,0,3.50E-11,0,0
114238,0,1.38E-11,0,0
114239,0,8.99E-10,0,0
114240,1,1.73E-09,12,15.1268
114241,1,3.17E-11,87,139.906
114242,0,1.37E-11,0,0
114243,0,2.49E-10,0,0
114244,1,7.16E-10,46,77.772
114245,0,1.31E-10,0,0
114246,1,2.64E-11,88,126.326
114247,0,8.41E-12,0,0
114248,0,3.33E-11,0,0
114249,1,1.62E-10,449,1975.75
114250,1,8.81E-11,122,166.26
114251,0,1.25E-11,0,0
114252,0,2.92E-11,0,0
114253,0,1.03E-10,0,0
114254,1,6.44E-11,147,301.565
114255,1,1.55E-11,148,523.339
114256,0,1.13E-10,0,0
114257,0,1.20E-11,0,0
114258,0,2.02E-11,0,0
114259,0,2.50E-10,0,0
114260,1,1.15E-09,944,2666.91
114261,0,1.19E-10,0,0
114262,1,2.52E-11,220,984.776
114263,1,9.86E-10,23,35.8929
114264,1,5.96E-11,157,298.426
114265,1,6.60E-10,131,746.549
114266,0,1.12E-10,0,0
114267,0,2.33E-10,0,0
114268,1,1.20E-11,98,148.492
114269,0,1.41E-11,0,0
114270,0,5.83E-11,0,0
114271,1,1.47E-09,0,0
114272,1,2.00E-09,58,81.053
114273,1,8.26E-11,260,766.487
114274,0,1.97E-09,0,0
114275,1,3.36E-10,311,494.612
114276,1,7.37E-12,69,163.037
114277,0,2.77E-10,0,0
114278,1,9.65E-11,180,296.025
114279,1,1.21E-11,164,343.977
114280,1,8.33E-11,236,976.892
114281,1,1.91E-09,436,9311.81
114282,0,1.96E-09,0,0
114283,0,1.27E-09,0,0
114284,0,9.21E-11,0,0
114285,0,9.25E-10,0,0
114286,0,2.84E-10,0,0
114287,0,1.15E-11,0,0
114288,0,8.30E-12,0,0
114289,0,1.05E-10,0,0
114290,0,3.10E-11,0,0
114291,0,1.18E-11,0,0
114292,0,4.12E-11,0,0
114293,0,2.30E-11,0,0
114294,1,1.53E-11,125,485.299
114295,0,1.19E-10,0,0
114296,0,4.10E-10,0,0
114297,1,9.14E-10,74,138.003
114298,1,2.10E-09,1663,8185.22
114299,1,8.30E-12,75,278.472
114300,0,1.99E-09,0,0
114301,1,7.78E-12,34,41.6517
114302,1,4.65E-11,57,166.51
114303,0,5.28E-11,0,0
114304,1,2.42E-09,166,201.224
114305,0,1.88E-09,0,0
114306,1,2.24E-09,107,181.722
114307,0,2.95E-10,0,0
114308,1,4.41E-10,683,3104.25
114309,0,2.84E-11,0,0
114310,0,1.74E-11,0,0
114311,0,2.49E-09,0,0
114312,0,7.92E-11,0,0
114313,1,6.06E-11,166,342.058
114314,1,3.91E-11,99,161.743
114315,1,4.22E-10,1332,10473.8
114316,1,3.15E-11,0,0
114317,0,8.53E-10,0,0
114318,0,4.88E-10,0,0
114319,0,2.67E-10,0,0
114320,1,6.08E-10,458,797.04
114321,1,5.11E-10,8,9.31193
114322,0,1.48E-11,0,0
114323,0,9.21E-10,0,0
114324,0,2.46E-10,0,0
114325,1,1.99E-10,237,423.536
114326,0,1.06E-10,0,0
114327,0,1.66E-09,0,0
114328,0,1.82E-10,0,0
114329,1,1.08E-09,36,51.441
114330,0,1.34E-10,0,0
114331,1,1.05E-11,255,3487.68
114332,0,4.71E-11,0,0
114333,1,1.78E-10,32,40.9423
114334,1,3.69E-11,0,0
114335,0,1.06E-10,0,0
114336,1,2.41E-11,84,190.938
114337,1,1.41E-09,103,223.983
114338,0,9.95E-10,0,0
114339,0,2.47E-09,0,0
114340,0,3.14E-11,0,0
114341,1,1.33E-09,145,269.215
114342,0,7.89E-12,0,0
114343,0,1.29E-09,0,0
114344,0,3.38E-10,0,0
114345,0,1.08E-09,0,0
114346,0,5.59E-11,0,0
114347,0,6.13E-10,0,0
114348,0,3.28E-10,0,0
114349,1,5.82E-10,259,637.117
114350,0,2.53E-09,0,0
114351,1,1.19E-10,505,1625.12
114352,0,7.45E-10,0,0
114353,1,1.52E-10,31,35.5043
114354,0,3.27E-10,0,0
114355,0,1.02E-10,0,0
114356,1,2.29E-11,108,205.512
114357,1,2.50E-10,443,1237.49
114358,0,2.47E-11,0,0
114359,1,1.34E-10,232,508.857
114360,0,1.45E-09,0,0
114361,0,2.69E-10,0,0
114362,1,2.10E-09,499,15155.5
114363,1,1.06E-11,15,18.3343
114364,0,1.08E-10,0,0
114365,1,3.20E-11,71,95.528
114366,0,4.98E-11,0,0
114367,0,1.13E-11,0,0
114368,0,9.59E-11,0,0
114369,0,2.54E-10,0,0
114370,1,2.55E-09,748,1326.57
114371,0,1.81E-10,0,0
114372,0,9.54E-11,0,0
114373,0,2.76E-10,0,0
114374,0,4.47E-11,0,0
114375,1,1.29E-10,334,1019.48
114376,1,1.86E-09,103,247.929
114377,1,4.19E-10,366,746.679
114378,0,4.42E-10,0,0
114379,1,1.86E-09,175,428.321
114380,0,7.16E-12,0,0
114381,1,2.91E-11,108,192.457
114382,0,7.47E-12,0,0
114383,0,7.63E-10,0,0
114384,1,1.26E-09,65,132.411
114385,0,2.03E-09,0,0
114386,1,1.84E-09,90,142.218
114387,1,9.68E-10,1279,2789.06
114388,1,1.15E-09,62,143.543
114389,0,1.03E-11,0,0
114390,0,7.04E-11,0,0
114391,0,2.23E-09,0,0
114392,0,4.03E-11,0,0
114393,0,8.82E-12,0,0
114394,0,3.62E-10,0,0
114395,0,1.31E-10,0,0
114396,0,2.56E-11,0,0
114397,0,9.41E-10,0,0
114398,1,7.98E-11,37,41.1925
114399,0,8.93E-11,0,0
114400,1,1.58E-11,118,426.26
114401,1,7.99E-12,90,204.459
114402,1,1.26E-11,81,181.174
114403,1,3.95E-10,1028,4619.09
114404,0,9.40E-11,0,0
114405,0,1.37E-11,0,0
114406,0,7.44E-10,0,0
114407,1,1.10E-09,0,0
114408,1,8.43E-11,112,258.942
114409,1,2.19E-11,58,65.2703
114410,1,1.62E-11,83,239.618
114411,0,3.01E-11,0,0
114412,0,2.51E-11,0,0
114413,1,2.46E-10,24,46.3714
114414,1,9.82E-11,208,426.434
114415,1,2.19E-09,50,81.0055
114416,0,2.49E-09,0,0
114417,1,6.63E-10,9,11.2874
114418,0,2.85E-11,0,0
114419,0,1.47E-09,0,0
114420,0,1.07E-09,0,0
114421,1,1.31E-10,221,460.655
114422,0,1.21E-11,0,0
114423,0,8.87E-11,0,0
114424,1,1.61E-11,76,112.145
114425,0,1.40E-11,0,0
114426,1,2.90E-10,874,11302.4
114427,1,5.89E-11,190,472.471
114428,0,1.90E-09,0,0
114429,0,2.46E-09,0,0
114430,0,1.29E-10,0,0
114431,0,2.03E-09,0,0
114432,1,2.10E-09,207,578.542
114433,0,2.16E-10,0,0
114434,0,1.06E-10,0,0
114435,1,8.19E-11,309,1266.59
114436,0,2.50E-10,0,0
114437,1,3.22E-11,68,94.4512
114438,0,2.33E-09,0,0
114439,0,4.99E-10,0,0
114440,0,1.77E-09,0,0
114441,0,2.07E-09,0,0
114442,0,6.20E-10,0,0
114443,0,2.02E-09,0,0
114444,0,1.18E-09,0,0
114445,1,9.71E-10,0,0
114446,1,4.13E-10,266,395.629
114447,1,9.25E-10,812,3395.34
114448,0,1.91E-09,0,0
114449,1,7.16E-12,64,171.719
114450,0,1.02E-11,0,0
114451,0,7.89E-12,0,0
114452,0,7.89E-12,0,0
114453,0,1.03E-09,0,0
114454,0,4.69E-11,0,0
114455,1,1.22E-10,193,357
114456,0,3.40E-10,0,0
114457,0,2.55E-09,0,0
114458,0,1.30E-09,0,0
114459,0,2.84E-11,0,0
114460,0,5.95E-10,0,0
114461,1,6.23E-11,233,667.976
114462,0,3.99E-10,0,0
114463,1,2.09E-11,205,1035.59
114464,0,2.40E-11,0,0
114465,1,1.21E-11,38,57.2227
114466,0,1.90E-09,0,0
114467,0,8.09E-10,0,0
114468,0,1.01E-11,0,0
114469,1,2.21E-09,125,308.681
114470,0,7.40E-11,0,0
114471,0,2.19E-09,0,0
114472,1,5.27E-11,13,23.3273
114473,1,8.25E-11,247,1012.4
114474,0,3.92E-11,0,0
114475,0,5.43E-10,0,0
114476,0,3.30E-11,0,0
114477,0,2.56E-11,0,0
114478,0,9.43E-11,0,0
114479,1,1.32E-09,587,1935.02
114480,1,1.19E-09,213,497.915
114481,0,2.06E-09,0,0
114482,0,4.06E-11,0,0
114483,1,8.20E-11,0,0
114484,0,4.29E-11,0,0
114485,0,7.58E-12,0,0
114486,1,1.65E-09,207,338.293
114487,0,4.96E-10,0,0
114488,1,1.84E-09,6,6.55517
114489,0,7.40E-10,0,0
114490,1,2.44E-11,219,419.8
114491,0,8.15E-11,0,0
114492,0,7.38E-11,0,0
114493,0,1.34E-10,0,0
114494,0,1.31E-11,0,0
114495,1,8.92E-12,66,81.3289
114496,1,4.88E-11,206,700.475
114497,0,1.14E-11,0,0
114498,1,6.34E-10,3,3.26074
114499,1,1.92E-10,361,1411.89
114500,0,2.50E-10,0,0
114501,0,1.03E-09,0,0
114502,1,2.04E-09,27,30.2227
114503,1,3.83E-11,178,649.379
114504,1,2.86E-11,279,4085.76
114505,1,7.68E-11,68,150.474
114506,0,3.44E-10,0,0
114507,1,1.20E-11,215,746.494
114508,1,1.31E-10,146,193.878
114509,0,1.76E-11,0,0
114510,0,1.72E-09,0,0
114511,1,6.92E-11,179,253.456
114512,0,2.84E-10,0,0
114513,0,6.56E-10,0,0
114514,0,8.87E-10,0,0
114515,0,7.90E-11,0,0
114516,1,5.83E-11,118,235.051
114517,0,8.36E-10,0,0
114518,1,2.26E-11,32,45.2651
114519,0,1.99E-09,0,0
114520,0,1.09E-09,0,0
114521,1,2.97E-11,39,50.4269
114522,1,1.15E-09,2436,14130.1
114523,1,6.62E-10,0,0
114524,1,1.42E-10,424,2242.74
114525,0,4.97E-11,0,0
114526,1,2.05E-11,209,954.233
114527,1,9.96E-12,125,212.293
114528,1,4.20E-10,1442,15263.7
114529,0,1.05E-10,0,0
114530,0,7.69E-11,0,0
114531,0,1.98E-09,0,0
114532,0,4.49E-11,0,0
114533,0,7.25E-10,0,0
114534,0,2.31E-10,0,0
114535,0,9.69E-11,0,0
114536,1,8.43E-10,260,314.523
114537,0,1.56E-11,0,0
114538,0,1.58E-11,0,0
114539,0,3.00E-10,0,0
114540,0,1.55E-11,0,0
114541,0,8.17E-10,0,0
114542,0,7.45E-10,0,0
114543,0,5.99E-11,0,0
114544,0,7.63E-11,0,0
114545,0,1.18E-10,0,0
114546,0,4.17E-10,0,0
114547,0,7.07E-10,0,0
114548,0,4.84E-11,0,0
114549,0,2.76E-10,0,0
114550,0,1.08E-09,0,0
114551,1,1.22E-10,406,914.211
114552,1,2.40E-09,831,4236.52
114553,0,4.05E-11,0,0
114554,0,2.27E-11,0,0
114555,1,1.03E-09,1803,10029.4
114556,1,2.15E-09,69,136.656
114557,1,2.89E-10,320,863.652
114558,1,1.31E-11,136,581.294
114559,1,9.04E-10,52,99.7745
114560,1,9.13E-12,198,2401.68
114561,1,6.72E-10,11,19.4374
114562,0,2.02E-09,0,0
114563,1,2.10E-10,0,0
114564,0,5.62E-10,0,0
114565,0,1.14E-10,0,0
114566,0,1.47E-09,0,0
114567,0,5.46E-11,0,0
114568,1,2.80E-09,1835,5082.48
114569,1,5.01E-11,118,161.738
114570,1,1.12E-11,81,162.132
114571,0,3.46E-11,0,0
114572,0,1.72E-10,0,0
114573,0,9.24E-12,0,0
114574,0,7.62E-11,0,0
114575,0,1.34E-10,0,0
114576,1,2.49E-09,799,2029.25
114577,1,8.02E-11,126,163.404
114578,0,1.29E-10,0,0
114579,1,1.25E-11,34,52.2692
114580,0,3.28E-11,0,0
114581,1,4.02E-11,38,88.4868
114582,0,5.60E-11,0,0
114583,1,2.19E-09,13,17.1151
114584,0,7.47E-12,0,0
114585,1,2.34E-09,51,69.9446
114586,0,4.30E-11,0,0
114587,0,2.24E-10,0,0
114588,1,2.94E-10,280,551.851
114589,1,1.76E-09,8,9.16324
114590,1,1.47E-11,370,1876.39
114591,1,1.19E-11,94,219.368
114592,0,1.28E-10,0,0
114593,0,2.71E-11,0,0
114594,1,3.21E-11,122,447.594
114595,1,2.91E-10,468,1535.38
114596,1,2.22E-11,3,3.04057
114597,0,6.83E-10,0,0
114598,1,1.08E-10,318,1266.49
114599,0,3.22E-11,0,0
114600,0,3.42E-10,0,0
114601,0,9.13E-12,0,0
114602,0,3.54E-10,0,0
114603,1,1.44E-11,143,473.531
114604,0,1.40E-11,0,0
114605,1,5.35E-11,70,145.616
114606,1,1.25E-10,189,382.61
114607,0,8.52E-10,0,0
114608,1,1.22E-11,37,47.9073
114609,0,1.08E-10,0,0
114610,0,3.36E-10,0,0
114611,0,8.74E-10,0,0
114612,1,9.96E-10,41,48.8411
114613,1,2.07E-11,145,258.906
114614,1,2.41E-09,254,752.314
114615,1,1.04E-10,8,8.37641
114616,0,1.37E-10,0,0
114617,0,1.23E-09,0,0
114618,1,2.16E-09,163,389.239
114619,0,2.39E-10,0,0
114620,1,8.30E-12,20,24.084
114621,1,1.46E-09,34,50.4096
114622,1,1.07E-11,63,83.1091
114623,1,1.68E-09,76,97.2158
114624,0,7.47E-12,0,0
114625,0,2.53E-09,0,0
114626,0,9.84E-10,0,0
114627,1,8.22E-11,152,330.75
114628,1,1.28E-10,365,1276.34
114629,0,4.10E-11,0,0
114630,0,1.39E-11,0,0
114631,1,2.18E-10,340,989.158
114632,1,2.41E-10,331,721.98
114633,0,5.10E-11,0,0
114634,1,2.81E-10,683,1216.6
114635,0,7.61E-10,0,0
114636,1,1.05E-11,69,161.326
114637,0,2.16E-09,0,0
114638,0,7.27E-10,0,0
114639,0,1.67E-10,0,0
114640,1,3.11E-11,104,287.362
114641,0,3.61E-11,0,0
114642,1,3.43E-11,3,3.06749
114643,1,1.35E-10,89,166.705
114644,0,1.95E-09,0,0
114645,0,3.55E-10,0,0
114646,0,6.46E-11,0,0
114647,1,7.89E-12,70,275.746
114648,1,1.97E-11,43,90.6357
114649,0,2.42E-10,0,0
114650,0,8.87E-10,0,0
114651,0,9.25E-10,0,0
114652,0,1.43E-10,0,0
114653,1,1.35E-10,361,1420.18
114654,1,9.21E-10,14,21.6711
114655,0,9.65E-10,0,0
114656,1,8.70E-10,87,165.525
114657,1,5.23E-11,173,610.949
114658,1,5.64E-10,340,662.134
114659,0,9.70E-10,0,0
114660,1,1.19E-10,409,850.323
114661,0,2.43E-09,0,0
114662,0,4.79E-11,0,0
114663,1,2.84E-10,547,1816.53
114664,0,1.12E-10,0,0
114665,0,1.03E-09,0,0
114666,1,2.18E-10,290,469.719
114667,0,8.82E-12,0,0
114668,0,4.16E-11,0,0
114669,0,2.52E-11,0,0
114670,1,1.18E-10,301,854.397
114671,0,9.09E-11,0,0
114672,0,1.01E-11,0,0
114673,0,1.81E-10,0,0
114674,0,2.89E-10,0,0
114675,0,1.45E-10,0,0
114676,1,5.26E-11,180,308.781
114677,0,7.67E-11,0,0
114678,0,1.09E-11,0,0
114679,0,2.70E-11,0,0
114680,1,6.01E-11,232,761.293
114681,1,6.22E-11,58,137.605
114682,0,1.92E-10,0,0
114683,1,1.15E-09,213,424.609
114684,0,2.26E-09,0,0
114685,0,9.09E-11,0,0
114686,0,3.02E-10,0,0
114687,0,1.19E-11,0,0
114688,0,9.44E-12,0,0
114689,0,1.05E-11,0,0
114690,0,2.52E-10,0,0
114691,0,8.22E-11,0,0
114692,0,3.22E-11,0,0
114693,0,4.86E-11,0,0
114694,0,2.10E-10,0,0
114695,0,7.46E-10,0,0
114696,0,1.12E-09,0,0
114697,0,5.98E-10,0,0
114698,1,1.91E-10,261,593.454
114699,0,2.99E-11,0,0
114700,0,1.35E-11,0,0
114701,0,7.47E-12,0,0
114702,1,6.75E-12,64,144.932
114703,1,1.80E-09,43,60.2893
114704,0,9.86E-12,0,0
114705,0,1.90E-11,0,0
114706,0,4.14E-11,0,0
114707,0,7.99E-12,0,0
114708,0,2.00E-09,0,0
114709,0,7.99E-12,0,0
114710,0,3.21E-11,0,0
114711,1,1.12E-09,0,0
114712,0,1.95E-09,0,0
114713,0,3.09E-10,0,0
114714,0,2.71E-10,0,0
114715,0,5.16E-11,0,0
114716,1,4.97E-11,85,101.747
114717,0,7.77E-10,0,0
114718,0,1.22E-10,0,0
114719,0,2.44E-09,0,0
114720,1,1.16E-11,103,446.296
114721,1,4.62E-10,421,1000.2
114722,0,9.86E-12,0,0
114723,0,1.06E-10,0,0
114724,1,3.96E-11,221,1088.34
114725,1,3.19E-10,285,481.293
114726,0,6.24E-11,0,0
114727,0,8.27E-10,0,0
114728,0,1.59E-11,0,0
114729,1,3.01E-10,109,133.797
114730,0,9.21E-10,0,0
114731,0,2.18E-09,0,0
114732,1,5.86E-11,11,11.6698
114733,1,6.03E-11,86,117.081
114734,1,2.32E-09,759,1841.96
114735,0,4.53E-11,0,0
114736,0,2.49E-09,0,0
114737,1,2.36E-10,39,48.2539
114738,0,3.03E-11,0,0
114739,0,2.57E-11,0,0
114740,0,3.54E-11,0,0
114741,1,9.60E-11,186,412.54
114742,0,2.00E-09,0,0
114743,0,1.32E-09,0,0
114744,0,1.44E-09,0,0
114745,1,2.82E-11,141,305.249
114746,1,2.00E-09,95,259.751
114747,0,2.57E-09,0,0
114748,0,2.23E-09,0,0
114749,1,2.69E-09,792,1488.72
114750,1,5.98E-10,17,22.6068
114751,1,9.65E-12,0,0
114752,1,6.03E-11,209,1037.31
114753,0,4.37E-10,0,0
114754,0,2.84E-10,0,0
114755,1,4.55E-11,65,93.5913
114756,0,7.78E-12,0,0
114757,1,6.39E-11,184,391.238
114758,1,3.46E-10,749,3090.56
114759,0,4.80E-10,0,0
114760,1,8.41E-10,137,178.616
114761,1,2.12E-11,1,1.00255
114762,0,2.72E-10,0,0
114763,0,3.96E-11,0,0
114764,0,1.88E-11,0,0
114765,1,1.16E-10,198,352.779
114766,1,1.31E-11,103,313.032
114767,0,4.02E-11,0,0
114768,0,1.76E-11,0,0
114769,0,1.02E-11,0,0
114770,0,1.08E-10,0,0
114771,1,2.07E-11,118,161.49
114772,1,4.19E-10,369,798.155
114773,0,7.91E-10,0,0
114774,0,1.29E-10,0,0
114775,1,5.17E-11,103,174.277
114776,1,5.35E-11,33,34.965
114777,0,7.81E-11,0,0
114778,0,4.09E-11,0,0
114779,0,8.69E-10,0,0
114780,1,1.10E-11,340,1281.51
114781,0,4.34E-11,0,0
114782,0,2.02E-11,0,0
114783,1,1.09E-09,92,154.676
114784,1,2.34E-09,147,257.659
114785,1,1.69E-11,127,576.436
114786,0,4.71E-11,0,0
114787,0,8.73E-10,0,0
114788,0,2.90E-11,0,0
114789,0,3.67E-11,0,0
114790,0,6.20E-10,0,0
114791,0,2.40E-10,0,0
114792,0,4.31E-11,0,0
114793,1,2.23E-09,41,72.0257
114794,0,2.29E-11,0,0
114795,1,8.84E-10,181,2212.07
114796,0,5.27E-10,0,0
114797,0,2.24E-10,0,0
114798,1,2.02E-10,565,3185.28
114799,0,4.25E-10,0,0
114800,1,1.57E-11,68,125.242
114801,0,9.30E-11,0,0
114802,1,2.28E-11,0,0
114803,0,5.77E-10,0,0
114804,1,7.25E-10,513,1149.93
114805,0,4.58E-11,0,0
114806,1,2.01E-09,995,2844.09
114807,0,1.71E-09,0,0
114808,0,1.13E-10,0,0
114809,1,7.09E-10,44,80.0441
114810,1,8.26E-10,68,83.0699
114811,1,1.21E-10,548,7086.91
114812,1,1.19E-10,240,484.243
114813,1,7.89E-12,73,153.272
114814,0,5.83E-11,0,0
114815,0,2.55E-11,0,0
114816,1,7.09E-10,244,555.188
114817,1,5.97E-11,49,101.794
114818,0,9.57E-10,0,0
114819,0,1.31E-09,0,0
114820,0,7.13E-10,0,0
114821,0,3.45E-10,0,0
114822,0,7.67E-10,0,0
114823,1,8.56E-11,213,382.229
114824,1,1.35E-11,152,418.067
114825,0,3.28E-10,0,0
114826,1,1.36E-10,233,563.102
114827,1,2.38E-11,163,521.644
114828,0,8.30E-12,0,0
114829,0,1.18E-11,0,0
114830,0,3.86E-11,0,0
114831,1,2.86E-10,58,135.342
114832,0,9.86E-10,0,0
114833,1,6.95E-12,187,2233.04
114834,1,5.85E-11,161,325.035
114835,0,7.26E-10,0,0
114836,0,2.21E-10,0,0
114837,0,1.23E-09,0,0
114838,0,3.05E-11,0,0
114839,0,1.37E-10,0,0
114840,0,1.03E-10,0,0
114841,1,2.91E-11,223,1037.03
114842,0,6.36E-10,0,0
114843,1,2.95E-11,25,56.4944
114844,1,1.27E-11,78,161.501
114845,0,1.98E-09,0,0
114846,0,1.39E-10,0,0
114847,1,1.16E-11,126,273.335
114848,0,3.62E-10,0,0
114849,0,1.84E-09,0,0
114850,1,1.01E-10,151,235.925
114851,0,1.57E-09,0,0
114852,1,1.50E-10,400,1488.87
114853,1,1.46E-10,862,8968.22
114854,1,6.85E-12,1,1.00105
114855,1,1.53E-10,326,955.345
114856,0,1.46E-11,0,0
114857,0,6.79E-10,0,0
114858,0,8.25E-10,0,0
114859,0,4.91E-11,0,0
114860,1,3.11E-11,72,289.672
114861,0,5.75E-11,0,0
114862,0,1.74E-09,0,0
114863,0,1.67E-11,0,0
114864,1,2.35E-10,545,1602.67
114865,1,2.67E-11,87,132.795
114866,0,5.99E-10,0,0
114867,1,1.32E-10,25,41.1737
114868,0,2.21E-09,0,0
114869,0,1.98E-09,0,0
114870,1,5.62E-10,397,674.149
114871,1,1.97E-09,260,658.442
114872,0,1.22E-09,0,0
114873,1,5.28E-10,38,63.7902
114874,1,9.44E-11,121,172.595
114875,0,4.90E-10,0,0
114876,1,2.15E-09,63,206.205
114877,1,2.20E-09,542,1453.1
114878,1,2.17E-10,0,0
114879,1,3.21E-11,130,386.6
114880,0,4.77E-11,0,0
114881,0,1.03E-10,0,0
114882,0,3.30E-10,0,0
114883,0,5.98E-11,0,0
114884,0,7.32E-10,0,0
114885,1,1.01E-10,327,812.024
114886,0,5.94E-11,0,0
114887,0,7.88E-11,0,0
114888,1,1.70E-10,301,877.147
114889,1,1.09E-09,13,20.2736
114890,0,4.81E-10,0,0
114891,1,8.95E-11,87,167.698
114892,1,6.46E-11,38,52.092
114893,1,1.72E-09,10,11.8183
114894,0,3.19E-11,0,0
114895,0,2.24E-09,0,0
114896,1,1.45E-11,96,177.563
114897,0,3.17E-11,0,0
114898,0,2.05E-09,0,0
114899,1,5.14E-10,9,9.57919
